area,price/sqm,condition,status,district,type
138.0,23.18840579710145,newly renovated,new building,Vake,commercial
150.0,16.666666666666668,newly renovated,new building,Vake,office
100.0,12.8,newly renovated,new building,Vake,office
156.0,14.743589743589743,newly renovated,new building,Vake,commercial
100.0,13.0,newly renovated,new building,Vake,office
240.0,7.083333333333333,renovated,new building,Vake,office
300.0,8.333333333333334,renovated,old building,Vake,office
105.0,18.095238095238095,black frame,new building,Vake,commercial
210.0,22.38095238095238,newly renovated,new building,Vake,office
135.0,14.074074074074074,old renovated,old building,Vake,commercial
170.0,12.352941176470589,old renovated,old building,Vake,commercial
200.0,22.5,newly renovated,new building,Vake,commercial
227.0,11.013215859030836,newly renovated,new building,Vake,office
110.0,10.090909090909092,newly renovated,new building,Vake,office
100.0,20.0,newly renovated,old building,Vake,commercial
111.0,18.01801801801802,newly renovated,new building,Vake,office
100.0,22.9,newly renovated,new building,Vake,commercial
120.0,17.166666666666668,newly renovated,new building,Vake,commercial
150.0,12.0,newly renovated,new building,Vake,office
335.0,19.402985074626866,newly renovated,new building,Vake,commercial
138.0,23.18840579710145,renovated,new building,Vake,commercial
140.0,22.857142857142858,newly renovated,new building,Vake,commercial
110.0,22.727272727272727,newly renovated,new building,Vake,commercial
127.0,15.118110236220472,newly renovated,new building,Vake,commercial
120.0,17.166666666666668,newly renovated,old building,Vake,commercial
150.0,16.666666666666668,renovated,new building,Vake,office
140.0,22.857142857142858,newly renovated,old building,Vake,commercial
110.0,22.727272727272727,newly renovated,new building,Vake,commercial
138.0,28.985507246376812,newly renovated,new building,Vake,commercial
160.0,14.375,newly renovated,new building,Vake,office
138.0,28.985507246376812,newly renovated,new building,Vake,commercial
150.0,12.0,newly renovated,old building,Vake,commercial
138.0,21.73913043478261,newly renovated,new building,Vake,commercial
120.0,16.666666666666668,newly renovated,old building,Vake,commercial
138.0,23.18840579710145,newly renovated,new building,Vake,commercial
138.0,21.73913043478261,newly renovated,old building,Vake,commercial
138.0,21.666666666666668,newly renovated,new building,Vake,commercial
160.0,12.5,newly renovated,new building,Vake,commercial
700.0,18.0,newly renovated,new building,Vake,office
100.0,25.0,newly renovated,new building,Vake,office
250.0,25.0,newly renovated,new building,Vake,office
130.0,19.23076923076923,newly renovated,new building,Vake,office
195.0,10.256410256410257,newly renovated,new building,Vake,office
138.0,23.18840579710145,newly renovated,new building,Vake,commercial
120.0,17.166666666666668,newly renovated,new building,Vake,commercial
118.0,16.949152542372882,newly renovated,new building,Vake,office
125.0,4.456,newly renovated,new building,Vake,office
200.0,5.0,renovated,new building,Vake,office
422.0,10.734597156398104,renovated,new building,Vake,commercial
100.0,15.0,newly renovated,new building,Vake,commercial
140.0,14.285714285714286,newly renovated,new building,Vake,office
200.0,7.5,newly renovated,new building,Vake,office
110.0,13.636363636363637,newly renovated,new building,Vake,office
100.0,25.0,newly renovated,new building,Vake,commercial
502.0,15.936254980079681,newly renovated,new building,Vake,commercial
1450.0,10.344827586206897,newly renovated,new building,Vake,office
200.0,15.0,renovated,new building,Vake,office
125.0,4.456,newly renovated,new building,Vake,warehouse
143.0,10.48951048951049,renovated,new building,Vake,commercial
297.0,20.2020202020202,renovated,new building,Vake,office
305.0,17.475409836065573,renovated,new building,Vake,commercial
130.0,9.23076923076923,newly renovated,new building,Vake,office
110.0,18.181818181818183,newly renovated,new building,Vake,commercial
121.0,10.743801652892563,newly renovated,new building,Vake,office
100.0,18.0,newly renovated,new building,Vake,office
335.0,19.402985074626866,newly renovated,new building,Vake,commercial
105.0,28.571428571428573,newly renovated,new building,Vake,commercial
260.0,11.538461538461538,old renovated,new building,Vake,commercial
170.0,7.647058823529412,newly renovated,new building,Vake,office
120.0,10.0,black frame,new building,Vake,office
120.0,16.666666666666668,newly renovated,new building,Vake,commercial
156.0,16.025641025641026,newly renovated,new building,Vake,office
140.0,14.214285714285714,renovated,new building,Vake,office
138.0,28.985507246376812,newly renovated,new building,Vake,commercial
156.0,12.820512820512821,newly renovated,new building,Vake,office
702.0,10.683760683760683,newly renovated,new building,Vake,office
138.0,28.985507246376812,renovated,new building,Vake,office
110.0,22.727272727272727,newly renovated,new building,Vake,commercial
200.0,5.2,renovated,old building,Vake,commercial
705.0,9.929078014184396,newly renovated,new building,Vake,office
702.0,11.396011396011396,newly renovated,new building,Vake,office
140.0,12.857142857142858,newly renovated,old building,Vake,office
150.0,12.0,old renovated,new building,Vake,office
102.0,22.54901960784314,newly renovated,new building,Vake,commercial
150.0,20.0,newly renovated,new building,Vake,office
305.0,17.049180327868854,newly renovated,old building,Vake,commercial
110.0,20.90909090909091,newly renovated,new building,Vake,commercial
105.0,14.476190476190476,black frame,new building,Vake,commercial
350.0,14.285714285714286,old renovated,old building,Vake,office
127.0,15.118110236220472,newly renovated,new building,Vake,commercial
138.0,28.985507246376812,newly renovated,new building,Vake,commercial
510.0,11.764705882352942,newly renovated,new building,Vake,office
1050.0,7.619047619047619,renovated,new building,Vake,office
300.0,20.0,newly renovated,new building,Vake,office
155.0,14.838709677419354,newly renovated,new building,Vake,office
335.0,19.402985074626866,newly renovated,new building,Vake,commercial
180.0,5.555555555555555,newly renovated,new building,Vake,office
180.0,5.555555555555555,newly renovated,new building,Vake,commercial
150.0,12.0,newly renovated,new building,Vake,commercial
396.0,10.1010101010101,newly renovated,new building,Vake,office
305.0,21.311475409836067,newly renovated,new building,Vake,commercial
155.0,12.903225806451612,newly renovated,new building,Vake,commercial
137.0,10.94890510948905,old renovated,old building,Vake,office
160.0,12.5,newly renovated,new building,Vake,commercial
150.0,12.0,newly renovated,new building,Vake,commercial
120.0,20.0,newly renovated,new building,Vake,office
800.0,7.5,newly renovated,new building,Vake,commercial
520.0,11.153846153846153,newly renovated,new building,Vake,commercial
100.0,15.0,needs renovation,new building,Vake,commercial
500.0,14.0,newly renovated,new building,Vake,commercial
150.0,20.0,newly renovated,new building,Vake,office
1200.0,16.666666666666668,newly renovated,new building,Vake,office
120.0,15.833333333333334,newly renovated,new building,Vake,office
120.0,16.583333333333332,newly renovated,new building,Vake,commercial
120.0,16.666666666666668,newly renovated,new building,Vake,commercial
206.0,4.504854368932039,old renovated,new building,Vake,office
120.0,6.666666666666667,newly renovated,old building,Vake,commercial
422.0,10.663507109004739,newly renovated,new building,Vake,commercial
138.0,21.73913043478261,newly renovated,new building,Vake,commercial
1070.0,7.289719626168225,newly renovated,new building,Vake,office
250.0,8.0,newly renovated,new building,Vake,office
100.0,20.0,newly renovated,new building,Vake,commercial
230.0,13.043478260869565,newly renovated,new building,Vake,commercial
230.0,13.043478260869565,renovated,new building,Vake,commercial
200.0,25.0,newly renovated,new building,Vake,commercial
120.0,16.25,newly renovated,new building,Vake,commercial
138.0,27.536231884057973,newly renovated,new building,Vake,commercial
138.0,28.985507246376812,newly renovated,new building,Vake,commercial
239.0,10.460251046025105,newly renovated,new building,Vake,office
519.0,11.560693641618498,renovated,old building,Vake,commercial
111.0,21.98198198198198,newly renovated,new building,Vake,office
120.0,16.666666666666668,newly renovated,new building,Vake,commercial
110.0,20.90909090909091,newly renovated,new building,Vake,commercial
172.0,8.13953488372093,newly renovated,new building,Vake,office
140.0,14.214285714285714,newly renovated,new building,Vake,office
360.0,6.111111111111111,renovated,new building,Vake,commercial
110.0,22.727272727272727,newly renovated,new building,Vake,commercial
702.0,7.122507122507122,newly renovated,new building,Vake,office
140.0,14.285714285714286,newly renovated,new building,Vake,office
519.0,11.078998073217726,newly renovated,new building,Vake,office
1070.0,7.4766355140186915,newly renovated,new building,Vake,commercial
150.0,13.333333333333334,newly renovated,new building,Vake,commercial
180.0,5.555555555555555,newly renovated,new building,Vake,office
110.0,11.818181818181818,newly renovated,old building,Vake,commercial
125.0,4.456,newly renovated,new building,Vake,commercial
305.0,18.0327868852459,newly renovated,new building,Vake,commercial
156.0,16.025641025641026,newly renovated,new building,Vake,office
100.0,9.0,newly renovated,old building,Vake,commercial
144.0,13.75,newly renovated,new building,Vake,commercial
100.0,20.0,newly renovated,new building,Vake,office
110.0,22.727272727272727,newly renovated,old building,Vake,commercial
138.0,23.18840579710145,newly renovated,new building,Vake,commercial
111.0,21.62162162162162,newly renovated,new building,Vake,office
144.0,13.88888888888889,renovated,new building,Vake,commercial
125.0,20.0,old renovated,old building,Vake,commercial
125.0,20.0,old renovated,old building,Vake,commercial
100.0,20.0,newly renovated,new building,Vake,commercial
502.0,19.9203187250996,newly renovated,new building,Vake,commercial
174.0,17.24137931034483,newly renovated,new building,Vake,office
119.0,16.80672268907563,newly renovated,old building,Vake,office
192.0,13.020833333333334,newly renovated,new building,Vake,commercial
150.0,16.666666666666668,newly renovated,new building,Vake,office
150.0,16.666666666666668,newly renovated,new building,Vake,commercial
120.0,17.166666666666668,newly renovated,old building,Vake,commercial
120.0,17.166666666666668,newly renovated,new building,Vake,commercial
182.0,19.23076923076923,newly renovated,old building,Vake,commercial
1000.0,16.4,newly renovated,new building,Vake,commercial
290.0,4.482758620689655,newly renovated,new building,Vake,office
210.0,30.0,newly renovated,new building,Vake,office
1200.0,15.833333333333334,newly renovated,new building,Vake,office
1000.0,16.4,renovated,old building,Vake,commercial
175.0,11.428571428571429,renovated,new building,Vake,office
1450.0,10.0,renovated,new building,Vake,commercial
199.0,25.12562814070352,newly renovated,new building,Vake,office
120.0,29.166666666666668,newly renovated,new building,Vake,commercial
149.0,13.422818791946309,newly renovated,new building,Vake,office
162.0,21.604938271604937,newly renovated,new building,Vake,office
378.0,9.25925925925926,newly renovated,new building,Vake,office
227.0,10.13215859030837,newly renovated,new building,Vake,office
150.0,20.0,newly renovated,new building,Vake,office
105.0,13.333333333333334,renovated,new building,Vake,commercial
140.0,12.857142857142858,newly renovated,new building,Vake,commercial
120.0,6.666666666666667,newly renovated,old building,Vake,commercial
110.0,20.90909090909091,newly renovated,new building,Vake,commercial
120.0,16.666666666666668,newly renovated,new building,Vake,commercial
120.0,17.166666666666668,newly renovated,new building,Vake,commercial
160.0,13.125,newly renovated,old building,Vake,commercial
519.0,13.872832369942197,newly renovated,new building,Vake,commercial
110.0,22.727272727272727,newly renovated,new building,Vake,commercial
519.0,13.872832369942197,newly renovated,new building,Vake,commercial
140.0,12.857142857142858,newly renovated,new building,Vake,office
200.0,12.5,old renovated,old building,Vake,office
500.0,14.0,newly renovated,new building,Vake,commercial
400.0,10.0,white frame,new building,Vake,office
120.0,16.666666666666668,renovated,new building,Vake,commercial
110.0,18.09090909090909,newly renovated,new building,Vake,commercial
120.0,6.666666666666667,newly renovated,new building,Vake,office
110.0,18.181818181818183,renovated,new building,Vake,commercial
120.0,16.666666666666668,newly renovated,old building,Vake,commercial
138.0,28.985507246376812,newly renovated,new building,Vake,commercial
127.0,23.543307086614174,newly renovated,old building,Vake,commercial
180.0,5.0,renovated,new building,Vake,warehouse
120.0,6.666666666666667,renovated,old building,Vake,office
103.0,7.766990291262136,newly renovated,old building,Vake,office
100.0,25.0,newly renovated,new building,Vake,office
100.0,10.0,newly renovated,new building,Vake,office
1000.0,15.0,newly renovated,new building,Vake,commercial
156.0,16.025641025641026,newly renovated,new building,Vake,office
519.0,13.872832369942197,newly renovated,new building,Vake,commercial
144.0,13.88888888888889,renovated,new building,Vake,commercial
105.0,7.619047619047619,newly renovated,new building,Vake,commercial
105.0,7.619047619047619,newly renovated,new building,Vake,commercial
150.0,13.333333333333334,newly renovated,new building,Vake,commercial
120.0,17.166666666666668,newly renovated,new building,Vake,commercial
150.0,12.0,renovated,new building,Vake,office
305.0,21.311475409836067,renovated,new building,Vake,commercial
144.0,13.88888888888889,newly renovated,new building,Vake,commercial
160.0,13.125,newly renovated,old building,Vake,office
305.0,21.311475409836067,newly renovated,old building,Vake,commercial
100.0,8.5,newly renovated,old building,Vake,office
380.0,10.263157894736842,newly renovated,new building,Vake,office
200.0,25.0,newly renovated,old building,Vake,commercial
702.0,5.698005698005698,newly renovated,new building,Vake,office
239.0,10.376569037656903,newly renovated,new building,Vake,office
120.0,6.666666666666667,renovated,old building,Vake,office
239.0,10.460251046025105,newly renovated,new building,Vake,office
138.0,28.985507246376812,newly renovated,new building,Vake,commercial
305.0,21.311475409836067,renovated,old building,Vake,commercial
311.0,14.469453376205788,newly renovated,new building,Vake,commercial
190.0,6.842105263157895,renovated,old building,Vake,office
140.0,14.285714285714286,newly renovated,new building,Vake,office
165.0,9.393939393939394,newly renovated,new building,Vake,office
120.0,16.666666666666668,newly renovated,new building,Vake,commercial
100.0,8.5,newly renovated,old building,Vake,commercial
160.0,13.125,newly renovated,new building,Vake,commercial
305.0,17.049180327868854,newly renovated,new building,Vake,commercial
110.0,22.727272727272727,newly renovated,new building,Vake,commercial
140.0,17.857142857142858,newly renovated,old building,Vake,commercial
205.0,9.75609756097561,renovated,new building,Vake,office
399.0,18.045112781954888,old renovated,new building,Vake,office
150.0,16.666666666666668,newly renovated,new building,Vake,commercial
239.0,10.460251046025105,newly renovated,new building,Vake,office
305.0,18.0327868852459,newly renovated,new building,Vake,commercial
150.0,13.333333333333334,newly renovated,new building,Vake,commercial
150.0,13.333333333333334,renovated,new building,Vake,office
120.0,17.166666666666668,renovated,new building,Vake,commercial
144.0,13.819444444444445,renovated,new building,Vake,office
238.0,10.0,black frame,new building,Vake,commercial
270.0,4.148148148148148,newly renovated,old building,Vake,commercial
150.0,10.666666666666666,newly renovated,new building,Vake,commercial
780.0,15.384615384615385,newly renovated,new building,Vake,commercial
120.0,21.666666666666668,newly renovated,new building,Vake,office
100.0,23.0,newly renovated,new building,Vake,commercial
160.0,10.625,newly renovated,old building,Vake,commercial
140.0,14.285714285714286,newly renovated,new building,Vake,office
150.0,20.0,newly renovated,new building,Vake,office
110.0,18.181818181818183,newly renovated,old building,Vake,office
100.0,7.0,newly renovated,new building,Vake,commercial
127.0,15.748031496062993,newly renovated,old building,Vake,commercial
170.0,15.294117647058824,black frame,new building,Vake,commercial
138.0,28.985507246376812,renovated,under construction,Vake,commercial
239.0,10.460251046025105,newly renovated,new building,Vake,office
702.0,10.683760683760683,newly renovated,new building,Vake,office
140.0,14.285714285714286,newly renovated,new building,Vake,commercial
1100.0,8.0,white frame,new building,Vake,office
100.0,14.8,white frame,new building,Vake,commercial
120.0,12.5,black frame,new building,Vake,commercial
138.0,28.985507246376812,newly renovated,new building,Vake,commercial
160.0,10.625,newly renovated,old building,Vake,commercial
127.0,15.118110236220472,newly renovated,new building,Vake,commercial
158.0,15.822784810126583,newly renovated,new building,Vake,office
100.0,6.0,renovated,old building,Vake,commercial
150.0,14.666666666666666,newly renovated,new building,Vake,commercial
138.0,28.985507246376812,newly renovated,new building,Vake,commercial
239.0,10.460251046025105,newly renovated,new building,Vake,office
140.0,14.285714285714286,newly renovated,new building,Vake,commercial
180.0,5.555555555555555,renovated,new building,Vake,warehouse
140.0,14.285714285714286,newly renovated,new building,Vake,office
138.0,21.73913043478261,newly renovated,new building,Vake,commercial
138.0,28.985507246376812,newly renovated,new building,Vake,office
160.0,10.625,newly renovated,new building,Vake,commercial
160.0,10.625,newly renovated,old building,Vake,commercial
100.0,23.0,newly renovated,new building,Vake,commercial
105.0,18.095238095238095,black frame,new building,Vake,office
210.0,8.571428571428571,newly renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,office
100.0,6.0,newly renovated,old building,Vake,office
120.0,12.5,newly renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,office
120.0,5.833333333333333,newly renovated,old building,Vake,commercial
702.0,11.396011396011396,renovated,new building,Vake,commercial
700.0,17.0,white frame,new building,Vake,office
227.0,11.013215859030836,renovated,new building,Vake,office
120.0,12.416666666666666,newly renovated,new building,Vake,office
140.0,14.285714285714286,renovated,under construction,Vake,office
120.0,12.5,newly renovated,new building,Vake,office
120.0,16.666666666666668,newly renovated,new building,Vake,commercial
305.0,17.049180327868854,newly renovated,new building,Vake,commercial
120.0,16.666666666666668,newly renovated,old building,Vake,commercial
120.0,12.5,newly renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,commercial
158.0,14.556962025316455,newly renovated,new building,Vake,office
150.0,16.666666666666668,renovated,new building,Vake,commercial
160.0,13.125,newly renovated,old building,Vake,office
220.0,7.7272727272727275,newly renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,commercial
120.0,12.5,newly renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,office
220.0,7.7272727272727275,renovated,new building,Vake,commercial
260.0,7.6923076923076925,renovated,new building,Vake,commercial
220.0,7.7272727272727275,newly renovated,new building,Vake,office
243.0,8.23045267489712,under renovation,new building,Vake,commercial
300.0,6.666666666666667,newly renovated,new building,Vake,commercial
121.0,12.396694214876034,newly renovated,new building,Vake,office
220.0,7.7272727272727275,newly renovated,new building,Vake,office
700.0,10.0,newly renovated,new building,Vake,office
141.0,7.801418439716312,newly renovated,new building,Vake,office
270.0,25.0,white frame,new building,Vake,office
1250.0,24.96,white frame,new building,Vake,office
115.0,16.52173913043478,newly renovated,new building,Vake,office
600.0,30.0,newly renovated,new building,Vake,office
120.0,20.0,newly renovated,new building,Vake,office
120.0,29.666666666666668,newly renovated,new building,Vake,office
150.0,12.0,newly renovated,old building,Vake,commercial
120.0,12.5,newly renovated,new building,Vake,office
138.0,28.985507246376812,newly renovated,new building,Vake,commercial
334.0,8.982035928143713,newly renovated,new building,Vake,commercial
138.0,28.985507246376812,newly renovated,new building,Vake,commercial
335.0,19.402985074626866,newly renovated,new building,Vake,office
450.0,20.0,newly renovated,new building,Vake,office
100.0,20.0,newly renovated,new building,Vake,commercial
120.0,12.5,newly renovated,new building,Vake,office
100.0,23.0,newly renovated,new building,Vake,commercial
110.0,18.181818181818183,newly renovated,old building,Vake,commercial
250.0,8.0,newly renovated,new building,Vake,commercial
220.0,10.0,newly renovated,new building,Vake,office
220.0,10.0,newly renovated,new building,Vake,commercial
519.0,11.098265895953757,newly renovated,new building,Vake,commercial
239.0,9.623430962343097,newly renovated,new building,Vake,commercial
160.0,14.375,newly renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,office
138.0,21.594202898550726,newly renovated,new building,Vake,commercial
120.0,12.5,newly renovated,new building,Vake,office
160.0,13.125,under renovation,new building,Vake,office
206.0,4.504854368932039,old renovated,old building,Vake,office
160.0,10.625,newly renovated,old building,Vake,commercial
200.0,25.0,newly renovated,new building,Vake,commercial
120.0,12.5,newly renovated,new building,Vake,office
239.0,10.418410041841005,newly renovated,new building,Vake,office
220.0,7.7272727272727275,newly renovated,new building,Vake,office
100.0,12.8,newly renovated,new building,Vake,office
120.0,16.666666666666668,newly renovated,new building,Vake,commercial
239.0,10.418410041841005,newly renovated,new building,Vake,office
111.0,17.56756756756757,newly renovated,new building,Vake,office
156.0,16.025641025641026,newly renovated,new building,Vake,commercial
305.0,17.049180327868854,newly renovated,new building,Vake,commercial
110.0,27.09090909090909,newly renovated,new building,Vake,commercial
105.0,19.047619047619047,newly renovated,new building,Vake,commercial
220.0,10.0,newly renovated,new building,Vake,commercial
120.0,12.5,newly renovated,new building,Vake,office
340.0,16.176470588235293,newly renovated,new building,Vake,commercial
305.0,21.311475409836067,newly renovated,old building,Vake,commercial
140.0,28.571428571428573,newly renovated,new building,Vake,commercial
239.0,10.418410041841005,renovated,new building,Vake,office
335.0,19.37313432835821,newly renovated,new building,Vake,commercial
106.0,18.77358490566038,newly renovated,new building,Vake,office
160.0,13.125,newly renovated,new building,Vake,office
180.0,15.555555555555555,newly renovated,new building,Vake,commercial
185.0,15.675675675675675,newly renovated,old building,Vake,office
305.0,17.049180327868854,newly renovated,new building,Vake,commercial
120.0,16.666666666666668,newly renovated,new building,Vake,commercial
160.0,12.5,newly renovated,new building,Vake,commercial
138.0,28.985507246376812,newly renovated,new building,Vake,commercial
144.0,13.88888888888889,renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,office
120.0,17.166666666666668,newly renovated,new building,Vake,commercial
220.0,7.7272727272727275,newly renovated,new building,Vake,warehouse
220.0,7.2727272727272725,newly renovated,new building,Vake,commercial
100.0,12.0,newly renovated,new building,Vake,office
110.0,27.272727272727273,newly renovated,old building,Vake,commercial
100.0,12.9,newly renovated,new building,Vake,office
165.0,9.090909090909092,newly renovated,new building,Vake,commercial
180.0,5.555555555555555,newly renovated,new building,Vake,office
100.0,12.0,newly renovated,new building,Vake,commercial
150.0,13.333333333333334,newly renovated,new building,Vake,office
180.0,20.0,white frame,new building,Vake,commercial
155.0,16.129032258064516,newly renovated,new building,Vake,office
150.0,12.0,newly renovated,new building,Vake,office
350.0,16.571428571428573,newly renovated,new building,Vake,office
180.0,11.055555555555555,newly renovated,new building,Vake,office
120.0,30.0,newly renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,commercial
230.0,15.217391304347826,newly renovated,new building,Vake,office
1000.0,16.0,newly renovated,new building,Vake,commercial
520.0,11.538461538461538,newly renovated,new building,Vake,office
100.0,9.6,newly renovated,new building,Vake,office
100.0,17.9,newly renovated,new building,Vake,office
200.0,22.5,newly renovated,new building,Vake,commercial
105.0,18.095238095238095,black frame,new building,Vake,commercial
280.0,30.0,newly renovated,new building,Vake,office
150.0,13.266666666666667,newly renovated,new building,Vake,commercial
100.0,12.0,newly renovated,new building,Vake,office
519.0,13.872832369942197,newly renovated,new building,Vake,office
430.0,15.0,newly renovated,new building,Vake,warehouse
180.0,19.444444444444443,under renovation,under construction,Vake,office
110.0,13.545454545454545,newly renovated,new building,Vake,office
519.0,11.098265895953757,renovated,new building,Vake,office
520.0,11.076923076923077,newly renovated,new building,Vake,office
180.0,17.77777777777778,under renovation,new building,Vake,office
519.0,13.48747591522158,newly renovated,new building,Vake,office
520.0,10.961538461538462,newly renovated,new building,Vake,office
430.0,14.651162790697674,newly renovated,new building,Vake,office
180.0,17.77777777777778,needs renovation,new building,Vake,office
110.0,13.545454545454545,newly renovated,new building,Vake,commercial
450.0,12.0,newly renovated,new building,Vake,office
430.0,14.883720930232558,newly renovated,new building,Vake,office
180.0,18.88888888888889,needs renovation,new building,Vake,office
430.0,14.976744186046512,newly renovated,new building,Vake,office
450.0,12.0,newly renovated,new building,Vake,office
430.0,11.511627906976743,newly renovated,new building,Vake,office
230.0,13.0,newly renovated,new building,Vake,commercial
185.0,15.08108108108108,newly renovated,new building,Vake,office
150.0,9.933333333333334,newly renovated,new building,Vake,office
120.0,17.166666666666668,renovated,new building,Vake,commercial
260.0,11.538461538461538,renovated,new building,Vake,commercial
500.0,16.0,newly renovated,new building,Vake,office
260.0,11.538461538461538,newly renovated,new building,Vake,commercial
260.0,7.6923076923076925,newly renovated,new building,Vake,commercial
260.0,11.538461538461538,newly renovated,new building,Vake,commercial
110.0,16.363636363636363,newly renovated,new building,Vake,office
101.0,24.752475247524753,old renovated,old building,Vake,commercial
180.0,5.555555555555555,newly renovated,new building,Vake,office
1480.0,10.135135135135135,newly renovated,new building,Vake,commercial
110.0,13.545454545454545,newly renovated,new building,Vake,commercial
101.0,23.762376237623762,newly renovated,new building,Vake,commercial
120.0,17.166666666666668,newly renovated,new building,Vake,commercial
180.0,4.944444444444445,newly renovated,new building,Vake,commercial
475.0,27.36842105263158,newly renovated,new building,Vake,office
475.0,27.36842105263158,newly renovated,new building,Vake,warehouse
105.0,7.619047619047619,newly renovated,new building,Vake,office
110.0,13.636363636363637,newly renovated,new building,Vake,commercial
155.0,12.903225806451612,newly renovated,new building,Vake,office
150.0,12.0,newly renovated,new building,Vake,office
180.0,11.0,newly renovated,new building,Vake,office
470.0,24.893617021276597,newly renovated,new building,Vake,office
335.0,16.417910447761194,newly renovated,new building,Vake,office
175.0,13.6,newly renovated,new building,Vake,office
412.0,13.155339805825243,newly renovated,new building,Vake,office
450.0,18.88888888888889,newly renovated,new building,Vake,office
230.0,15.608695652173912,newly renovated,new building,Vake,office
160.0,12.5,newly renovated,new building,Vake,office
500.0,9.96,newly renovated,new building,Vake,office
117.0,21.367521367521366,newly renovated,new building,Vake,commercial
425.0,10.705882352941176,newly renovated,new building,Vake,office
1050.0,8.0,newly renovated,new building,Vake,warehouse
475.0,27.36842105263158,newly renovated,new building,Vake,office
305.0,17.704918032786885,newly renovated,new building,Vake,office
502.0,19.9203187250996,newly renovated,new building,Vake,office
100.0,15.0,newly renovated,new building,Vake,office
385.0,24.07792207792208,newly renovated,new building,Vake,office
1007.0,7.944389275074479,newly renovated,new building,Vake,commercial
110.0,13.636363636363637,green frame,under construction,Vake,office
138.0,28.985507246376812,newly renovated,new building,Vake,commercial
917.0,21.810250817884405,needs renovation,new building,Vake,commercial
100.0,13.0,newly renovated,new building,Vake,office
220.0,7.7272727272727275,newly renovated,new building,Vake,office
110.0,9.090909090909092,newly renovated,new building,Vake,office
180.0,16.666666666666668,white frame,new building,Vake,commercial
186.0,12.903225806451612,newly renovated,new building,Vake,commercial
340.0,19.11764705882353,newly renovated,new building,Vake,commercial
100.0,7.05,renovated,new building,Vake,commercial
519.0,13.872832369942197,newly renovated,new building,Vake,commercial
180.0,5.277777777777778,renovated,new building,Vake,warehouse
140.0,13.928571428571429,newly renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,office
144.0,13.819444444444445,renovated,new building,Vake,commercial
260.0,7.6923076923076925,newly renovated,new building,Vake,commercial
100.0,6.0,renovated,old building,Vake,warehouse
380.0,10.263157894736842,newly renovated,new building,Vake,office
120.0,17.166666666666668,newly renovated,new building,Vake,commercial
240.0,10.416666666666666,white frame,new building,Vake,office
100.0,15.0,white frame,new building,Vake,commercial
200.0,12.0,old renovated,old building,Vake,office
180.0,5.0,renovated,new building,Vake,warehouse
180.0,5.0,renovated,new building,Vake,warehouse
110.0,18.181818181818183,newly renovated,new building,Vake,commercial
140.0,28.571428571428573,newly renovated,new building,Vake,commercial
120.0,12.5,newly renovated,new building,Vake,commercial
119.0,29.41176470588235,newly renovated,new building,Vake,office
120.0,16.666666666666668,newly renovated,new building,Vake,commercial
156.0,12.820512820512821,newly renovated,new building,Vake,office
138.0,21.73913043478261,newly renovated,new building,Vake,commercial
100.0,13.0,newly renovated,new building,Vake,office
100.0,18.0,newly renovated,new building,Vake,office
110.0,18.181818181818183,old renovated,new building,Vake,commercial
119.0,29.41176470588235,newly renovated,new building,Vake,office
160.0,12.5,under renovation,new building,Vake,office
230.0,26.08695652173913,newly renovated,new building,Vake,office
335.0,20.0,newly renovated,new building,Vake,commercial
239.0,10.460251046025105,newly renovated,new building,Vake,office
375.0,10.666666666666666,newly renovated,new building,Vake,office
175.0,11.428571428571429,newly renovated,new building,Vake,commercial
138.0,28.985507246376812,newly renovated,new building,Vake,commercial
100.0,13.0,newly renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,commercial
120.0,17.083333333333332,newly renovated,new building,Vake,commercial
1000.0,10.0,white frame,new building,Vake,office
160.0,13.125,newly renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,office
1070.0,22.990654205607477,newly renovated,new building,Vake,office
239.0,9.623430962343097,newly renovated,new building,Vake,commercial
150.0,26.666666666666668,renovated,new building,Vake,commercial
120.0,16.666666666666668,newly renovated,new building,Vake,commercial
220.0,7.7272727272727275,newly renovated,new building,Vake,commercial
519.0,11.098265895953757,newly renovated,new building,Vake,commercial
3450.0,4.3478260869565215,newly renovated,new building,Vake,office
100.0,23.0,newly renovated,new building,Vake,commercial
335.0,17.91044776119403,newly renovated,new building,Vake,office
430.0,15.0,newly renovated,new building,Vake,office
150.0,9.866666666666667,newly renovated,new building,Vake,commercial
195.0,5.128205128205129,newly renovated,new building,Vake,office
120.0,12.5,newly renovated,new building,Vake,commercial
104.0,12.5,renovated,old building,Vake,office
